LCLid,StdorToU,DateTime,KWHhh,TimeOfDay
MAC000003,Std,2012-12-12T22:30:00,0.337,22:30:00
MAC000003,Std,2012-12-12T23:00:00,0.134,23:00:00
MAC000003,Std,2012-12-12T23:30:00,0.156,23:30:00
MAC000003,Std,2012-12-13T00:00:00,0.092,0:00:00
MAC000003,Std,2012-12-13T00:30:00,3.174,0:30:00
MAC000003,Std,2012-12-13T01:00:00,3.356,1:00:00
MAC000003,Std,2012-12-13T01:30:00,2.9,1:30:00
MAC000003,Std,2012-12-13T02:00:00,2.173,2:00:00
MAC000003,Std,2012-12-13T02:30:00,2.677,2:30:00
MAC000003,Std,2012-12-13T03:00:00,2.21,3:00:00
MAC000003,Std,2012-12-13T03:30:00,2.669,3:30:00
MAC000003,Std,2012-12-13T04:00:00,2.287,4:00:00
MAC000003,Std,2012-12-13T04:30:00,2.295,4:30:00
MAC000003,Std,2012-12-13T05:00:00,2.592,5:00:00
MAC000003,Std,2012-12-13T05:30:00,2.278,5:30:00
MAC000003,Std,2012-12-13T06:00:00,2.427,6:00:00
MAC000003,Std,2012-12-13T06:30:00,2.414,6:30:00
MAC000003,Std,2012-12-13T07:00:00,1.86,7:00:00
MAC000003,Std,2012-12-13T07:30:00,0.166,7:30:00
MAC000003,Std,2012-12-13T08:00:00,0.245,8:00:00
MAC000003,Std,2012-12-13T08:30:00,0.23,8:30:00
MAC000003,Std,2012-12-13T09:00:00,0.297,9:00:00
MAC000003,Std,2012-12-13T09:30:00,0.205,9:30:00
MAC000003,Std,2012-12-13T10:00:00,0.219,10:00:00
MAC000003,Std,2012-12-13T10:30:00,0.246,10:30:00
MAC000003,Std,2012-12-13T11:00:00,0.215,11:00:00
MAC000003,Std,2012-12-13T11:30:00,0.702,11:30:00
MAC000003,Std,2012-12-13T12:00:00,0.819,12:00:00
MAC000003,Std,2012-12-13T12:30:00,1.052,12:30:00
MAC000003,Std,2012-12-13T13:00:00,0.457,13:00:00
MAC000003,Std,2012-12-13T13:30:00,0.202,13:30:00
MAC000003,Std,2012-12-13T14:00:00,0.274,14:00:00
MAC000003,Std,2012-12-13T14:30:00,0.221,14:30:00
MAC000003,Std,2012-12-13T15:00:00,0.174,15:00:00
MAC000003,Std,2012-12-13T15:30:00,0.123,15:30:00
MAC000003,Std,2012-12-13T16:00:00,0.166,16:00:00
MAC000003,Std,2012-12-13T16:30:00,0.147,16:30:00
MAC000003,Std,2012-12-13T17:00:00,0.119,17:00:00
MAC000003,Std,2012-12-13T17:30:00,0.078,17:30:00
MAC000003,Std,2012-12-13T18:00:00,0.125,18:00:00
MAC000003,Std,2012-12-13T18:30:00,0.344,18:30:00
MAC000003,Std,2012-12-13T19:00:00,0.443,19:00:00
MAC000003,Std,2012-12-13T19:30:00,0.277,19:30:00
MAC000003,Std,2012-12-13T20:00:00,0.173,20:00:00
MAC000003,Std,2012-12-13T20:30:00,0.154,20:30:00
MAC000003,Std,2012-12-13T21:00:00,0.122,21:00:00
MAC000003,Std,2012-12-13T21:30:00,0.198,21:30:00
MAC000003,Std,2012-12-13T22:00:00,0.18,22:00:00
MAC000003,Std,2012-12-13T22:30:00,0.135,22:30:00
MAC000003,Std,2012-12-13T23:00:00,0.151,23:00:00
MAC000003,Std,2012-12-13T23:30:00,0.112,23:30:00
MAC000003,Std,2012-12-14T00:00:00,0.14,0:00:00
MAC000003,Std,2012-12-14T00:30:00,3.207,0:30:00
MAC000003,Std,2012-12-14T01:00:00,3.301,1:00:00
MAC000003,Std,2012-12-14T01:30:00,3.42,1:30:00
MAC000003,Std,2012-12-14T02:00:00,2.758,2:00:00
MAC000003,Std,2012-12-14T02:30:00,2.149,2:30:00
MAC000003,Std,2012-12-14T03:00:00,2.679,3:00:00
MAC000003,Std,2012-12-14T03:30:00,2.319,3:30:00
MAC000003,Std,2012-12-14T04:00:00,2.396,4:00:00
MAC000003,Std,2012-12-14T04:30:00,2.528,4:30:00
MAC000003,Std,2012-12-14T05:00:00,2.357,5:00:00
MAC000003,Std,2012-12-14T05:30:00,2.618,5:30:00
MAC000003,Std,2012-12-14T06:00:00,2.367,6:00:00
MAC000003,Std,2012-12-14T06:30:00,1.755,6:30:00
MAC000003,Std,2012-12-14T07:00:00,1.879,7:00:00
MAC000003,Std,2012-12-14T07:30:00,0.18,7:30:00
MAC000003,Std,2012-12-14T08:00:00,0.333,8:00:00
MAC000003,Std,2012-12-14T08:30:00,0.249,8:30:00
MAC000003,Std,2012-12-14T09:00:00,0.193,9:00:00
MAC000003,Std,2012-12-14T09:30:00,0.207,9:30:00
MAC000003,Std,2012-12-14T10:00:00,0.165,10:00:00
MAC000003,Std,2012-12-14T10:30:00,0.196,10:30:00
MAC000003,Std,2012-12-14T11:00:00,0.314,11:00:00
MAC000003,Std,2012-12-14T11:30:00,0.28,11:30:00
MAC000003,Std,2012-12-14T12:00:00,0.227,12:00:00
MAC000003,Std,2012-12-14T12:30:00,0.169,12:30:00
MAC000003,Std,2012-12-14T13:00:00,0.178,13:00:00
MAC000003,Std,2012-12-14T13:30:00,0.37,13:30:00
MAC000003,Std,2012-12-14T14:00:00,0.204,14:00:00
MAC000003,Std,2012-12-14T14:30:00,0.307,14:30:00
MAC000003,Std,2012-12-14T15:00:00,0.131,15:00:00
MAC000003,Std,2012-12-14T15:30:00,0.12,15:30:00
MAC000003,Std,2012-12-14T16:00:00,0.063,16:00:00
MAC000003,Std,2012-12-14T16:30:00,0.163,16:30:00
MAC000003,Std,2012-12-14T17:00:00,0.136,17:00:00
MAC000003,Std,2012-12-14T17:30:00,0.298,17:30:00
MAC000003,Std,2012-12-14T18:00:00,0.25,18:00:00
MAC000003,Std,2012-12-14T18:30:00,0.236,18:30:00
MAC000003,Std,2012-12-14T19:00:00,0.218,19:00:00
MAC000003,Std,2012-12-14T19:30:00,0.252,19:30:00
MAC000003,Std,2012-12-14T20:00:00,0.259,20:00:00
MAC000003,Std,2012-12-14T20:30:00,0.161,20:30:00
MAC000003,Std,2012-12-14T21:00:00,0.166,21:00:00
MAC000003,Std,2012-12-14T21:30:00,0.127,21:30:00
MAC000003,Std,2012-12-14T22:00:00,0.197,22:00:00
MAC000003,Std,2012-12-14T22:30:00,0.185,22:30:00
MAC000003,Std,2012-12-14T23:00:00,0.099,23:00:00
MAC000003,Std,2012-12-14T23:30:00,0.114,23:30:00
MAC000003,Std,2012-12-15T00:00:00,0.071,0:00:00
MAC000003,Std,2012-12-15T00:30:00,3.131,0:30:00
MAC000003,Std,2012-12-15T01:00:00,3.264,1:00:00
MAC000003,Std,2012-12-15T01:30:00,3.262,1:30:00
MAC000003,Std,2012-12-15T02:00:00,3.166,2:00:00
MAC000003,Std,2012-12-15T02:30:00,2.25,2:30:00
MAC000003,Std,2012-12-15T03:00:00,2.611,3:00:00
MAC000003,Std,2012-12-15T03:30:00,2.416,3:30:00
MAC000003,Std,2012-12-15T04:00:00,2.393,4:00:00
MAC000003,Std,2012-12-15T04:30:00,2.61,4:30:00
MAC000003,Std,2012-12-15T05:00:00,2.266,5:00:00
MAC000003,Std,2012-12-15T05:30:00,1.677,5:30:00
MAC000003,Std,2012-12-15T06:00:00,1.933,6:00:00
MAC000003,Std,2012-12-15T06:30:00,2.207,6:30:00
MAC000003,Std,2012-12-15T07:00:00,1.849,7:00:00
MAC000003,Std,2012-12-15T07:30:00,0.274,7:30:00
MAC000003,Std,2012-12-15T08:00:00,0.335,8:00:00
MAC000003,Std,2012-12-15T08:30:00,0.278,8:30:00
MAC000003,Std,2012-12-15T09:00:00,0.257,9:00:00
MAC000003,Std,2012-12-15T09:30:00,0.217,9:30:00
MAC000003,Std,2012-12-15T10:00:00,0.236,10:00:00
MAC000003,Std,2012-12-15T10:30:00,0.777,10:30:00
MAC000003,Std,2012-12-15T11:00:00,0.485,11:00:00
MAC000003,Std,2012-12-15T11:30:00,0.076,11:30:00
MAC000003,Std,2012-12-15T12:00:00,0.094,12:00:00
MAC000003,Std,2012-12-15T12:30:00,0.214,12:30:00
MAC000003,Std,2012-12-15T13:00:00,0.244,13:00:00
MAC000003,Std,2012-12-15T13:30:00,0.188,13:30:00
MAC000003,Std,2012-12-15T14:00:00,0.157,14:00:00
MAC000003,Std,2012-12-15T14:30:00,0.112,14:30:00
MAC000003,Std,2012-12-15T15:00:00,0.133,15:00:00
MAC000003,Std,2012-12-15T15:30:00,0.155,15:30:00
MAC000003,Std,2012-12-15T16:00:00,0.099,16:00:00
MAC000003,Std,2012-12-15T16:30:00,0.26,16:30:00
MAC000003,Std,2012-12-15T17:00:00,0.249,17:00:00
MAC000003,Std,2012-12-15T17:30:00,0.285,17:30:00
MAC000003,Std,2012-12-15T18:00:00,0.951,18:00:00
MAC000003,Std,2012-12-15T18:30:00,0.637,18:30:00
MAC000003,Std,2012-12-15T19:00:00,0.243,19:00:00
MAC000003,Std,2012-12-15T19:30:00,0.286,19:30:00
MAC000003,Std,2012-12-15T20:00:00,0.205,20:00:00
MAC000003,Std,2012-12-15T20:30:00,0.27,20:30:00
MAC000003,Std,2012-12-15T21:00:00,0.195,21:00:00
MAC000003,Std,2012-12-15T21:30:00,0.211,21:30:00
MAC000003,Std,2012-12-15T22:00:00,0.134,22:00:00
MAC000003,Std,2012-12-15T22:30:00,0.181,22:30:00
MAC000003,Std,2012-12-15T23:00:00,0.183,23:00:00
MAC000003,Std,2012-12-15T23:30:00,0.2,23:30:00
MAC000003,Std,2012-12-16T00:00:00,0.148,0:00:00
MAC000003,Std,2012-12-16T00:30:00,3.062,0:30:00
MAC000003,Std,2012-12-16T01:00:00,3.089,1:00:00
MAC000003,Std,2012-12-16T01:30:00,3.234,1:30:00
MAC000003,Std,2012-12-16T02:00:00,2.804,2:00:00
MAC000003,Std,2012-12-16T02:30:00,3.457,2:30:00
MAC000003,Std,2012-12-16T03:00:00,3.673,3:00:00
MAC000003,Std,2012-12-16T03:30:00,3.735,3:30:00
MAC000003,Std,2012-12-16T04:00:00,3.792,4:00:00
MAC000003,Std,2012-12-16T04:30:00,3.281,4:30:00
MAC000003,Std,2012-12-16T05:00:00,2.157,5:00:00
MAC000003,Std,2012-12-16T05:30:00,1.663,5:30:00
MAC000003,Std,2012-12-16T06:00:00,2.53,6:00:00
MAC000003,Std,2012-12-16T06:30:00,1.629,6:30:00
MAC000003,Std,2012-12-16T07:00:00,1.638,7:00:00
MAC000003,Std,2012-12-16T07:30:00,0.199,7:30:00
MAC000003,Std,2012-12-16T08:00:00,0.114,8:00:00
MAC000003,Std,2012-12-16T08:30:00,0.132,8:30:00
MAC000003,Std,2012-12-16T09:00:00,0.092,9:00:00
MAC000003,Std,2012-12-16T09:30:00,0.315,9:30:00
MAC000003,Std,2012-12-16T10:00:00,0.304,10:00:00
MAC000003,Std,2012-12-16T10:30:00,0.792,10:30:00
MAC000003,Std,2012-12-16T11:00:00,0.817,11:00:00
MAC000003,Std,2012-12-16T11:30:00,0.281,11:30:00
MAC000003,Std,2012-12-16T12:00:00,0.325,12:00:00
MAC000003,Std,2012-12-16T12:30:00,0.363,12:30:00
MAC000003,Std,2012-12-16T13:00:00,0.28,13:00:00
MAC000003,Std,2012-12-16T13:30:00,0.275,13:30:00
MAC000003,Std,2012-12-16T14:00:00,0.176,14:00:00
MAC000003,Std,2012-12-16T14:30:00,0.147,14:30:00
MAC000003,Std,2012-12-16T15:00:00,0.135,15:00:00
MAC000003,Std,2012-12-16T15:30:00,0.131,15:30:00
MAC000003,Std,2012-12-16T16:00:00,0.164,16:00:00
MAC000003,Std,2012-12-16T16:30:00,0.125,16:30:00
MAC000003,Std,2012-12-16T17:00:00,0.131,17:00:00
MAC000003,Std,2012-12-16T17:30:00,0.085,17:30:00
MAC000003,Std,2012-12-16T18:00:00,0.114,18:00:00
MAC000003,Std,2012-12-16T18:30:00,0.125,18:30:00
MAC000003,Std,2012-12-16T19:00:00,0.146,19:00:00
MAC000003,Std,2012-12-16T19:30:00,0.149,19:30:00
MAC000003,Std,2012-12-16T20:00:00,0.1,20:00:00
MAC000003,Std,2012-12-16T20:30:00,0.15,20:30:00
MAC000003,Std,2012-12-16T21:00:00,0.131,21:00:00
MAC000003,Std,2012-12-16T21:30:00,0.157,21:30:00
MAC000003,Std,2012-12-16T22:00:00,0.193,22:00:00
MAC000003,Std,2012-12-16T22:30:00,0.192,22:30:00
MAC000003,Std,2012-12-16T23:00:00,0.149,23:00:00
MAC000003,Std,2012-12-16T23:30:00,0.119,23:30:00
MAC000003,Std,2012-12-17T00:00:00,0.091,0:00:00
MAC000003,Std,2012-12-17T00:30:00,3.18,0:30:00
MAC000003,Std,2012-12-17T01:00:00,3.134,1:00:00
MAC000003,Std,2012-12-17T01:30:00,3.228,1:30:00
MAC000003,Std,2012-12-17T02:00:00,2.323,2:00:00
MAC000003,Std,2012-12-17T02:30:00,2.705,2:30:00
MAC000003,Std,2012-12-17T03:00:00,2.374,3:00:00
MAC000003,Std,2012-12-17T03:30:00,2.541,3:30:00
MAC000003,Std,2012-12-17T04:00:00,2.576,4:00:00
MAC000003,Std,2012-12-17T04:30:00,2.338,4:30:00
MAC000003,Std,2012-12-17T05:00:00,2.208,5:00:00
MAC000003,Std,2012-12-17T05:30:00,1.705,5:30:00
MAC000003,Std,2012-12-17T06:00:00,1.984,6:00:00
MAC000003,Std,2012-12-17T06:30:00,1.869,6:30:00
MAC000003,Std,2012-12-17T07:00:00,1.601,7:00:00
MAC000003,Std,2012-12-17T07:30:00,0.176,7:30:00
MAC000003,Std,2012-12-17T08:00:00,0.255,8:00:00
MAC000003,Std,2012-12-17T08:30:00,0.256,8:30:00
MAC000003,Std,2012-12-17T09:00:00,0.217,9:00:00
MAC000003,Std,2012-12-17T09:30:00,0.284,9:30:00
MAC000003,Std,2012-12-17T10:00:00,0.234,10:00:00
MAC000003,Std,2012-12-17T10:30:00,0.147,10:30:00
MAC000003,Std,2012-12-17T11:00:00,0.084,11:00:00
MAC000003,Std,2012-12-17T11:30:00,0.718,11:30:00
MAC000003,Std,2012-12-17T12:00:00,0.686,12:00:00
MAC000003,Std,2012-12-17T12:30:00,0.912,12:30:00
MAC000003,Std,2012-12-17T13:00:00,0.247,13:00:00
MAC000003,Std,2012-12-17T13:30:00,0.167,13:30:00
MAC000003,Std,2012-12-17T14:00:00,0.09,14:00:00
MAC000003,Std,2012-12-17T14:30:00,0.088,14:30:00
MAC000003,Std,2012-12-17T15:00:00,0.105,15:00:00
MAC000003,Std,2012-12-17T15:30:00,0.121,15:30:00
MAC000003,Std,2012-12-17T16:00:00,0.159,16:00:00
MAC000003,Std,2012-12-17T16:30:00,0.194,16:30:00
MAC000003,Std,2012-12-17T17:00:00,0.208,17:00:00
MAC000003,Std,2012-12-17T17:30:00,0.212,17:30:00
MAC000003,Std,2012-12-17T18:00:00,0.231,18:00:00
MAC000003,Std,2012-12-17T18:30:00,0.222,18:30:00
MAC000003,Std,2012-12-17T19:00:00,0.241,19:00:00
MAC000003,Std,2012-12-17T19:30:00,0.159,19:30:00
MAC000003,Std,2012-12-17T20:00:00,0.15,20:00:00
MAC000003,Std,2012-12-17T20:30:00,0.184,20:30:00
MAC000003,Std,2012-12-17T21:00:00,0.175,21:00:00
MAC000003,Std,2012-12-17T21:30:00,0.182,21:30:00
MAC000003,Std,2012-12-17T22:00:00,0.173,22:00:00
MAC000003,Std,2012-12-17T22:30:00,0.151,22:30:00
MAC000003,Std,2012-12-17T23:00:00,0.125,23:00:00
MAC000003,Std,2012-12-17T23:30:00,0.12,23:30:00
MAC000003,Std,2012-12-18T00:00:00,0.153,0:00:00
MAC000003,Std,2012-12-18T00:30:00,3.166,0:30:00
MAC000003,Std,2012-12-18T01:00:00,3.15,1:00:00
MAC000003,Std,2012-12-18T01:30:00,3.034,1:30:00
MAC000003,Std,2012-12-18T02:00:00,2.157,2:00:00
MAC000003,Std,2012-12-18T02:30:00,2.656,2:30:00
MAC000003,Std,2012-12-18T03:00:00,2.37,3:00:00
MAC000003,Std,2012-12-18T03:30:00,2.299,3:30:00
MAC000003,Std,2012-12-18T04:00:00,2.565,4:00:00
MAC000003,Std,2012-12-18T04:30:00,2.269,4:30:00
MAC000003,Std,2012-12-18T05:00:00,2.648,5:00:00
MAC000003,Std,2012-12-18T05:30:00,1.641,5:30:00
MAC000003,Std,2012-12-18T06:00:00,1.575,6:00:00
MAC000003,Std,2012-12-18T06:30:00,2.333,6:30:00
MAC000003,Std,2012-12-18T07:00:00,0.083,7:00:00
MAC000003,Std,2012-12-18T07:30:00,0.212,7:30:00
MAC000003,Std,2012-12-18T08:00:00,0.185,8:00:00
MAC000003,Std,2012-12-18T08:30:00,0.256,8:30:00
MAC000003,Std,2012-12-18T09:00:00,0.171,9:00:00
MAC000003,Std,2012-12-18T09:30:00,0.186,9:30:00
MAC000003,Std,2012-12-18T10:00:00,0.075,10:00:00
MAC000003,Std,2012-12-18T10:30:00,0.081,10:30:00
MAC000003,Std,2012-12-18T11:00:00,0.081,11:00:00
MAC000003,Std,2012-12-18T11:30:00,0.104,11:30:00
MAC000003,Std,2012-12-18T12:00:00,0.043,12:00:00
MAC000003,Std,2012-12-18T12:30:00,0.049,12:30:00
MAC000003,Std,2012-12-18T13:00:00,0.318,13:00:00
MAC000003,Std,2012-12-18T13:30:00,0.184,13:30:00
MAC000003,Std,2012-12-18T14:00:00,0.168,14:00:00
MAC000003,Std,2012-12-18T14:30:00,0.102,14:30:00
MAC000003,Std,2012-12-18T15:00:00,0.096,15:00:00
MAC000003,Std,2012-12-18T15:30:00,0.07,15:30:00
MAC000003,Std,2012-12-18T16:00:00,0.152,16:00:00
MAC000003,Std,2012-12-18T16:30:00,0.12,16:30:00
MAC000003,Std,2012-12-18T17:00:00,0.135,17:00:00
MAC000003,Std,2012-12-18T17:30:00,0.057,17:30:00
MAC000003,Std,2012-12-18T18:00:00,0.099,18:00:00
MAC000003,Std,2012-12-18T18:30:00,0.283,18:30:00
MAC000003,Std,2012-12-18T19:00:00,0.258,19:00:00
MAC000003,Std,2012-12-18T19:30:00,0.392,19:30:00
MAC000003,Std,2012-12-18T20:00:00,0.203,20:00:00
MAC000003,Std,2012-12-18T20:30:00,0.199,20:30:00
MAC000003,Std,2012-12-18T21:00:00,0.116,21:00:00
MAC000003,Std,2012-12-18T21:30:00,0.179,21:30:00
MAC000003,Std,2012-12-18T22:00:00,0.142,22:00:00
MAC000003,Std,2012-12-18T22:30:00,0.138,22:30:00
MAC000003,Std,2012-12-18T23:00:00,0.079,23:00:00
MAC000003,Std,2012-12-18T23:30:00,0.09,23:30:00
MAC000003,Std,2012-12-19T00:00:00,3.148,0:00:00
MAC000003,Std,2012-12-19T00:30:00,3.08,0:30:00
MAC000003,Std,2012-12-19T01:00:00,3.06,1:00:00
MAC000003,Std,2012-12-19T01:30:00,2.059,1:30:00
MAC000003,Std,2012-12-19T02:00:00,2.47,2:00:00
MAC000003,Std,2012-12-19T02:30:00,2.211,2:30:00
MAC000003,Std,2012-12-19T03:00:00,2.331,3:00:00
MAC000003,Std,2012-12-19T03:30:00,2.623,3:30:00
MAC000003,Std,2012-12-19T04:00:00,2.339,4:00:00
MAC000003,Std,2012-12-19T04:30:00,2.351,4:30:00
MAC000003,Std,2012-12-19T05:00:00,2.626,5:00:00
MAC000003,Std,2012-12-19T05:30:00,1.67,5:30:00
MAC000003,Std,2012-12-19T06:00:00,1.659,6:00:00
MAC000003,Std,2012-12-19T06:30:00,2.229,6:30:00
MAC000003,Std,2012-12-19T07:00:00,0.093,7:00:00
MAC000003,Std,2012-12-19T07:30:00,0.134,7:30:00
MAC000003,Std,2012-12-19T08:00:00,0.198,8:00:00
MAC000003,Std,2012-12-19T08:30:00,0.242,8:30:00
MAC000003,Std,2012-12-19T09:00:00,0.206,9:00:00
MAC000003,Std,2012-12-19T09:30:00,0.192,9:30:00
MAC000003,Std,2012-12-19T10:00:00,0.258,10:00:00
MAC000003,Std,2012-12-19T10:30:00,0.241,10:30:00
MAC000003,Std,2012-12-19T11:00:00,0.132,11:00:00
MAC000003,Std,2012-12-19T11:30:00,0.054,11:30:00
MAC000003,Std,2012-12-19T12:00:00,0.094,12:00:00
MAC000003,Std,2012-12-19T12:30:00,0.087,12:30:00
MAC000003,Std,2012-12-19T13:00:00,0.161,13:00:00
MAC000003,Std,2012-12-19T13:30:00,0.358,13:30:00
MAC000003,Std,2012-12-19T14:00:00,0.185,14:00:00
MAC000003,Std,2012-12-19T14:30:00,0.142,14:30:00
MAC000003,Std,2012-12-19T15:00:00,0.121,15:00:00
MAC000003,Std,2012-12-19T15:30:00,0.158,15:30:00
MAC000003,Std,2012-12-19T16:00:00,0.131,16:00:00
MAC000003,Std,2012-12-19T16:30:00,0.192,16:30:00
MAC000003,Std,2012-12-19T17:00:00,0.313,17:00:00
MAC000003,Std,2012-12-19T17:30:00,0.276,17:30:00
MAC000003,Std,2012-12-19T18:00:00,0.307,18:00:00
MAC000003,Std,2012-12-19T18:30:00,0.271,18:30:00
MAC000003,Std,2012-12-19T19:00:00,0.247,19:00:00
MAC000003,Std,2012-12-19T19:30:00,0.184,19:30:00
MAC000003,Std,2012-12-19T20:00:00,0.141,20:00:00
MAC000003,Std,2012-12-19T20:30:00,0.107,20:30:00
MAC000003,Std,2012-12-19T21:00:00,0.169,21:00:00
MAC000003,Std,2012-12-19T21:30:00,0.117,21:30:00
MAC000003,Std,2012-12-19T22:00:00,0.115,22:00:00
MAC000003,Std,2012-12-19T22:30:00,0.097,22:30:00
MAC000003,Std,2012-12-19T23:00:00,0.114,23:00:00
MAC000003,Std,2012-12-19T23:30:00,0.151,23:30:00
MAC000003,Std,2012-12-20T00:00:00,3.223,0:00:00
MAC000003,Std,2012-12-20T00:30:00,3.138,0:30:00
MAC000003,Std,2012-12-20T01:00:00,2.85,1:00:00
MAC000003,Std,2012-12-20T01:30:00,2.164,1:30:00
MAC000003,Std,2012-12-20T02:00:00,2.63,2:00:00
MAC000003,Std,2012-12-20T02:30:00,2.388,2:30:00
MAC000003,Std,2012-12-20T03:00:00,2.722,3:00:00
MAC000003,Std,2012-12-20T03:30:00,2.409,3:30:00
MAC000003,Std,2012-12-20T04:00:00,2.345,4:00:00
MAC000003,Std,2012-12-20T04:30:00,2.703,4:30:00
MAC000003,Std,2012-12-20T05:00:00,1.804,5:00:00
MAC000003,Std,2012-12-20T05:30:00,1.878,5:30:00
MAC000003,Std,2012-12-20T06:00:00,1.893,6:00:00
MAC000003,Std,2012-12-20T06:30:00,1.779,6:30:00
MAC000003,Std,2012-12-20T07:00:00,0.115,7:00:00
MAC000003,Std,2012-12-20T07:30:00,0.12,7:30:00
MAC000003,Std,2012-12-20T08:00:00,0.151,8:00:00
MAC000003,Std,2012-12-20T08:30:00,0.097,8:30:00
MAC000003,Std,2012-12-20T09:00:00,0.098,9:00:00
MAC000003,Std,2012-12-20T09:30:00,0.289,9:30:00
MAC000003,Std,2012-12-20T10:00:00,0.29,10:00:00
MAC000003,Std,2012-12-20T10:30:00,0.289,10:30:00
MAC000003,Std,2012-12-20T11:00:00,0.26,11:00:00
MAC000003,Std,2012-12-20T11:30:00,0.284,11:30:00
MAC000003,Std,2012-12-20T12:00:00,0.22,12:00:00
MAC000003,Std,2012-12-20T12:30:00,0.353,12:30:00
MAC000003,Std,2012-12-20T13:00:00,0.777,13:00:00
MAC000003,Std,2012-12-20T13:30:00,0.412,13:30:00
MAC000003,Std,2012-12-20T14:00:00,0.201,14:00:00
MAC000003,Std,2012-12-20T14:30:00,0.157,14:30:00
MAC000003,Std,2012-12-20T15:00:00,0.16,15:00:00
MAC000003,Std,2012-12-20T15:30:00,0.116,15:30:00
MAC000003,Std,2012-12-20T16:00:00,0.141,16:00:00
MAC000003,Std,2012-12-20T16:30:00,0.117,16:30:00
MAC000003,Std,2012-12-20T17:00:00,0.235,17:00:00
MAC000003,Std,2012-12-20T17:30:00,0.302,17:30:00
MAC000003,Std,2012-12-20T18:00:00,0.255,18:00:00
MAC000003,Std,2012-12-20T18:30:00,0.284,18:30:00
MAC000003,Std,2012-12-20T19:00:00,0.351,19:00:00
MAC000003,Std,2012-12-20T19:30:00,0.471,19:30:00
MAC000003,Std,2012-12-20T20:00:00,0.89,20:00:00
MAC000003,Std,2012-12-20T20:30:00,0.145,20:30:00
MAC000003,Std,2012-12-20T21:00:00,0.201,21:00:00
MAC000003,Std,2012-12-20T21:30:00,0.197,21:30:00
MAC000003,Std,2012-12-20T22:00:00,0.183,22:00:00
MAC000003,Std,2012-12-20T22:30:00,0.172,22:30:00
MAC000003,Std,2012-12-20T23:00:00,0.119,23:00:00
MAC000003,Std,2012-12-20T23:30:00,0.165,23:30:00
MAC000003,Std,2012-12-21T00:00:00,3.314,0:00:00
MAC000003,Std,2012-12-21T00:30:00,3.118,0:30:00
MAC000003,Std,2012-12-21T01:00:00,2.658,1:00:00
MAC000003,Std,2012-12-21T01:30:00,2.382,1:30:00
MAC000003,Std,2012-12-21T02:00:00,2.618,2:00:00
MAC000003,Std,2012-12-21T02:30:00,2.456,2:30:00
MAC000003,Std,2012-12-21T03:00:00,2.666,3:00:00
MAC000003,Std,2012-12-21T03:30:00,2.411,3:30:00
MAC000003,Std,2012-12-21T04:00:00,2.448,4:00:00
MAC000003,Std,2012-12-21T04:30:00,1.963,4:30:00
MAC000003,Std,2012-12-21T05:00:00,1.753,5:00:00
MAC000003,Std,2012-12-21T05:30:00,1.839,5:30:00
MAC000003,Std,2012-12-21T06:00:00,2.459,6:00:00
MAC000003,Std,2012-12-21T06:30:00,1.768,6:30:00
MAC000003,Std,2012-12-21T07:00:00,0.282,7:00:00
MAC000003,Std,2012-12-21T07:30:00,0.317,7:30:00
MAC000003,Std,2012-12-21T08:00:00,0.256,8:00:00
MAC000003,Std,2012-12-21T08:30:00,0.257,8:30:00
MAC000003,Std,2012-12-21T09:00:00,0.219,9:00:00
MAC000003,Std,2012-12-21T09:30:00,0.254,9:30:00
MAC000003,Std,2012-12-21T10:00:00,0.203,10:00:00
MAC000003,Std,2012-12-21T10:30:00,0.308,10:30:00
MAC000003,Std,2012-12-21T11:00:00,0.348,11:00:00
MAC000003,Std,2012-12-21T11:30:00,0.395,11:30:00
MAC000003,Std,2012-12-21T12:00:00,0.413,12:00:00
MAC000003,Std,2012-12-21T12:30:00,0.269,12:30:00
MAC000003,Std,2012-12-21T13:00:00,0.253,13:00:00
MAC000003,Std,2012-12-21T13:30:00,0.194,13:30:00
MAC000003,Std,2012-12-21T14:00:00,0.199,14:00:00
MAC000003,Std,2012-12-21T14:30:00,0.113,14:30:00
MAC000003,Std,2012-12-21T15:00:00,0.196,15:00:00
MAC000003,Std,2012-12-21T15:30:00,0.145,15:30:00
MAC000003,Std,2012-12-21T16:00:00,0.13,16:00:00
MAC000003,Std,2012-12-21T16:30:00,0.114,16:30:00
MAC000003,Std,2012-12-21T17:00:00,0.072,17:00:00
MAC000003,Std,2012-12-21T17:30:00,0.144,17:30:00
MAC000003,Std,2012-12-21T18:00:00,0.365,18:00:00
MAC000003,Std,2012-12-21T18:30:00,0.5,18:30:00
MAC000003,Std,2012-12-21T19:00:00,0.572,19:00:00
MAC000003,Std,2012-12-21T19:30:00,0.237,19:30:00
MAC000003,Std,2012-12-21T20:00:00,0.27,20:00:00
MAC000003,Std,2012-12-21T20:30:00,0.198,20:30:00
MAC000003,Std,2012-12-21T21:00:00,0.155,21:00:00
MAC000003,Std,2012-12-21T21:30:00,0.166,21:30:00
MAC000003,Std,2012-12-21T22:00:00,0.131,22:00:00
MAC000003,Std,2012-12-21T22:30:00,0.126,22:30:00
MAC000003,Std,2012-12-21T23:00:00,0.144,23:00:00
MAC000003,Std,2012-12-21T23:30:00,0.069,23:30:00
MAC000003,Std,2012-12-22T00:00:00,3.18,0:00:00
