Index,LCLid,StdorToU,DateTime,KWHhh,TimeOfDay
14357,MAC000003,Std,2012-12-16T02:30:00,3.457000,02:30:00
14358,MAC000003,Std,2012-12-16T03:00:00,3.673000,03:00:00
14359,MAC000003,Std,2012-12-16T03:30:00,3.735000,03:30:00
14360,MAC000003,Std,2012-12-16T04:00:00,3.792000,04:00:00
14361,MAC000003,Std,2012-12-16T04:30:00,3.281000,04:30:00
14362,MAC000003,Std,2012-12-16T05:00:00,2.157000,05:00:00
14363,MAC000003,Std,2012-12-16T05:30:00,1.663000,05:30:00
14364,MAC000003,Std,2012-12-16T06:00:00,2.530000,06:00:00
14365,MAC000003,Std,2012-12-16T06:30:00,1.629000,06:30:00
14366,MAC000003,Std,2012-12-16T07:00:00,1.638000,07:00:00
14367,MAC000003,Std,2012-12-16T07:30:00,0.199000,07:30:00
14368,MAC000003,Std,2012-12-16T08:00:00,0.114000,08:00:00
14369,MAC000003,Std,2012-12-16T08:30:00,0.132000,08:30:00
14370,MAC000003,Std,2012-12-16T09:00:00,0.092000,09:00:00
14371,MAC000003,Std,2012-12-16T09:30:00,0.315000,09:30:00
14372,MAC000003,Std,2012-12-16T10:00:00,0.304000,10:00:00
14373,MAC000003,Std,2012-12-16T10:30:00,0.792000,10:30:00
14374,MAC000003,Std,2012-12-16T11:00:00,0.817000,11:00:00
14375,MAC000003,Std,2012-12-16T11:30:00,0.281000,11:30:00
14376,MAC000003,Std,2012-12-16T12:00:00,0.325000,12:00:00
14377,MAC000003,Std,2012-12-16T12:30:00,0.363000,12:30:00
14378,MAC000003,Std,2012-12-16T13:00:00,0.280000,13:00:00
14379,MAC000003,Std,2012-12-16T13:30:00,0.275000,13:30:00
14380,MAC000003,Std,2012-12-16T14:00:00,0.176000,14:00:00
14381,MAC000003,Std,2012-12-16T14:30:00,0.147000,14:30:00
14382,MAC000003,Std,2012-12-16T15:00:00,0.135000,15:00:00
14383,MAC000003,Std,2012-12-16T15:30:00,0.131000,15:30:00
14384,MAC000003,Std,2012-12-16T16:00:00,0.164000,16:00:00
14385,MAC000003,Std,2012-12-16T16:30:00,0.125000,16:30:00
14386,MAC000003,Std,2012-12-16T17:00:00,0.131000,17:00:00
14387,MAC000003,Std,2012-12-16T17:30:00,0.085000,17:30:00
14388,MAC000003,Std,2012-12-16T18:00:00,0.114000,18:00:00
14389,MAC000003,Std,2012-12-16T18:30:00,0.125000,18:30:00
14390,MAC000003,Std,2012-12-16T19:00:00,0.146000,19:00:00
14391,MAC000003,Std,2012-12-16T19:30:00,0.149000,19:30:00
14392,MAC000003,Std,2012-12-16T20:00:00,0.100000,20:00:00
14393,MAC000003,Std,2012-12-16T20:30:00,0.150000,20:30:00
14394,MAC000003,Std,2012-12-16T21:00:00,0.131000,21:00:00
14395,MAC000003,Std,2012-12-16T21:30:00,0.157000,21:30:00
14396,MAC000003,Std,2012-12-16T22:00:00,0.193000,22:00:00
14397,MAC000003,Std,2012-12-16T22:30:00,0.192000,22:30:00
14398,MAC000003,Std,2012-12-16T23:00:00,0.149000,23:00:00
14399,MAC000003,Std,2012-12-16T23:30:00,0.119000,23:30:00
14400,MAC000003,Std,2012-12-17T00:00:00,0.091000,00:00:00
14401,MAC000003,Std,2012-12-17T00:30:00,3.180000,00:30:00
14402,MAC000003,Std,2012-12-17T01:00:00,3.134000,01:00:00
14403,MAC000003,Std,2012-12-17T01:30:00,3.228000,01:30:00
14404,MAC000003,Std,2012-12-17T02:00:00,2.323000,02:00:00
14405,MAC000003,Std,2012-12-17T02:30:00,2.705000,02:30:00
14406,MAC000003,Std,2012-12-17T03:00:00,2.374000,03:00:00
14407,MAC000003,Std,2012-12-17T03:30:00,2.541000,03:30:00
14408,MAC000003,Std,2012-12-17T04:00:00,2.576000,04:00:00
14409,MAC000003,Std,2012-12-17T04:30:00,2.338000,04:30:00
14410,MAC000003,Std,2012-12-17T05:00:00,2.208000,05:00:00
14411,MAC000003,Std,2012-12-17T05:30:00,1.705000,05:30:00
14412,MAC000003,Std,2012-12-17T06:00:00,1.984000,06:00:00
14413,MAC000003,Std,2012-12-17T06:30:00,1.869000,06:30:00
14414,MAC000003,Std,2012-12-17T07:00:00,1.601000,07:00:00
14415,MAC000003,Std,2012-12-17T07:30:00,0.176000,07:30:00
14416,MAC000003,Std,2012-12-17T08:00:00,0.255000,08:00:00
14417,MAC000003,Std,2012-12-17T08:30:00,0.256000,08:30:00
14418,MAC000003,Std,2012-12-17T09:00:00,0.217000,09:00:00
14419,MAC000003,Std,2012-12-17T09:30:00,0.284000,09:30:00
14420,MAC000003,Std,2012-12-17T10:00:00,0.234000,10:00:00
14421,MAC000003,Std,2012-12-17T10:30:00,0.147000,10:30:00
14422,MAC000003,Std,2012-12-17T11:00:00,0.084000,11:00:00
14423,MAC000003,Std,2012-12-17T11:30:00,0.718000,11:30:00
14424,MAC000003,Std,2012-12-17T12:00:00,0.686000,12:00:00
14425,MAC000003,Std,2012-12-17T12:30:00,0.912000,12:30:00
14426,MAC000003,Std,2012-12-17T13:00:00,0.247000,13:00:00
14427,MAC000003,Std,2012-12-17T13:30:00,0.167000,13:30:00
14428,MAC000003,Std,2012-12-17T14:00:00,0.090000,14:00:00
14429,MAC000003,Std,2012-12-17T14:30:00,0.088000,14:30:00
14430,MAC000003,Std,2012-12-17T15:00:00,0.105000,15:00:00
14431,MAC000003,Std,2012-12-17T15:30:00,0.121000,15:30:00
14432,MAC000003,Std,2012-12-17T16:00:00,0.159000,16:00:00
14433,MAC000003,Std,2012-12-17T16:30:00,0.194000,16:30:00
14434,MAC000003,Std,2012-12-17T17:00:00,0.208000,17:00:00
14435,MAC000003,Std,2012-12-17T17:30:00,0.212000,17:30:00
14436,MAC000003,Std,2012-12-17T18:00:00,0.231000,18:00:00
14437,MAC000003,Std,2012-12-17T18:30:00,0.222000,18:30:00
14438,MAC000003,Std,2012-12-17T19:00:00,0.241000,19:00:00
14439,MAC000003,Std,2012-12-17T19:30:00,0.159000,19:30:00
14440,MAC000003,Std,2012-12-17T20:00:00,0.150000,20:00:00
14441,MAC000003,Std,2012-12-17T20:30:00,0.184000,20:30:00
14442,MAC000003,Std,2012-12-17T21:00:00,0.175000,21:00:00
14443,MAC000003,Std,2012-12-17T21:30:00,0.182000,21:30:00
14444,MAC000003,Std,2012-12-17T22:00:00,0.173000,22:00:00
14445,MAC000003,Std,2012-12-17T22:30:00,0.151000,22:30:00
14446,MAC000003,Std,2012-12-17T23:00:00,0.125000,23:00:00
14447,MAC000003,Std,2012-12-17T23:30:00,0.120000,23:30:00
14448,MAC000003,Std,2012-12-18T00:00:00,0.153000,00:00:00
14449,MAC000003,Std,2012-12-18T00:30:00,3.166000,00:30:00
14450,MAC000003,Std,2012-12-18T01:00:00,3.150000,01:00:00
14451,MAC000003,Std,2012-12-18T01:30:00,3.034000,01:30:00
14452,MAC000003,Std,2012-12-18T02:00:00,2.157000,02:00:00
14453,MAC000003,Std,2012-12-18T02:30:00,2.656000,02:30:00
14454,MAC000003,Std,2012-12-18T03:00:00,2.370000,03:00:00
14455,MAC000003,Std,2012-12-18T03:30:00,2.299000,03:30:00
14456,MAC000003,Std,2012-12-18T04:00:00,2.565000,04:00:00
14457,MAC000003,Std,2012-12-18T04:30:00,2.269000,04:30:00
14458,MAC000003,Std,2012-12-18T05:00:00,2.648000,05:00:00
14459,MAC000003,Std,2012-12-18T05:30:00,1.641000,05:30:00
14460,MAC000003,Std,2012-12-18T06:00:00,1.575000,06:00:00
14461,MAC000003,Std,2012-12-18T06:30:00,2.333000,06:30:00
14462,MAC000003,Std,2012-12-18T07:00:00,0.083000,07:00:00
14463,MAC000003,Std,2012-12-18T07:30:00,0.212000,07:30:00
14464,MAC000003,Std,2012-12-18T08:00:00,0.185000,08:00:00
14465,MAC000003,Std,2012-12-18T08:30:00,0.256000,08:30:00
14466,MAC000003,Std,2012-12-18T09:00:00,0.171000,09:00:00
14467,MAC000003,Std,2012-12-18T09:30:00,0.186000,09:30:00
14468,MAC000003,Std,2012-12-18T10:00:00,0.075000,10:00:00
14469,MAC000003,Std,2012-12-18T10:30:00,0.081000,10:30:00
14470,MAC000003,Std,2012-12-18T11:00:00,0.081000,11:00:00
14471,MAC000003,Std,2012-12-18T11:30:00,0.104000,11:30:00
14472,MAC000003,Std,2012-12-18T12:00:00,0.043000,12:00:00
14473,MAC000003,Std,2012-12-18T12:30:00,0.049000,12:30:00
14474,MAC000003,Std,2012-12-18T13:00:00,0.318000,13:00:00
14475,MAC000003,Std,2012-12-18T13:30:00,0.184000,13:30:00
14476,MAC000003,Std,2012-12-18T14:00:00,0.168000,14:00:00
14477,MAC000003,Std,2012-12-18T14:30:00,0.102000,14:30:00
14478,MAC000003,Std,2012-12-18T15:00:00,0.096000,15:00:00
14479,MAC000003,Std,2012-12-18T15:30:00,0.070000,15:30:00
14480,MAC000003,Std,2012-12-18T16:00:00,0.152000,16:00:00
14481,MAC000003,Std,2012-12-18T16:30:00,0.120000,16:30:00
14482,MAC000003,Std,2012-12-18T17:00:00,0.135000,17:00:00
14483,MAC000003,Std,2012-12-18T17:30:00,0.057000,17:30:00
14484,MAC000003,Std,2012-12-18T18:00:00,0.099000,18:00:00
14485,MAC000003,Std,2012-12-18T18:30:00,0.283000,18:30:00
14486,MAC000003,Std,2012-12-18T19:00:00,0.258000,19:00:00
14487,MAC000003,Std,2012-12-18T19:30:00,0.392000,19:30:00
14488,MAC000003,Std,2012-12-18T20:00:00,0.203000,20:00:00
14489,MAC000003,Std,2012-12-18T20:30:00,0.199000,20:30:00
14490,MAC000003,Std,2012-12-18T21:00:00,0.116000,21:00:00
14491,MAC000003,Std,2012-12-18T21:30:00,0.179000,21:30:00
14492,MAC000003,Std,2012-12-18T22:00:00,0.142000,22:00:00
14493,MAC000003,Std,2012-12-18T22:30:00,0.138000,22:30:00
14494,MAC000003,Std,2012-12-18T23:00:00,0.079000,23:00:00
14495,MAC000003,Std,2012-12-18T23:30:00,0.090000,23:30:00
14496,MAC000003,Std,2012-12-19T00:00:00,3.148000,00:00:00
14497,MAC000003,Std,2012-12-19T00:30:00,3.080000,00:30:00
14498,MAC000003,Std,2012-12-19T01:00:00,3.060000,01:00:00
14499,MAC000003,Std,2012-12-19T01:30:00,2.059000,01:30:00
14500,MAC000003,Std,2012-12-19T02:00:00,2.470000,02:00:00
14501,MAC000003,Std,2012-12-19T02:30:00,2.211000,02:30:00
14502,MAC000003,Std,2012-12-19T03:00:00,2.331000,03:00:00
14503,MAC000003,Std,2012-12-19T03:30:00,2.623000,03:30:00
14504,MAC000003,Std,2012-12-19T04:00:00,2.339000,04:00:00
14505,MAC000003,Std,2012-12-19T04:30:00,2.351000,04:30:00
14506,MAC000003,Std,2012-12-19T05:00:00,2.626000,05:00:00
14507,MAC000003,Std,2012-12-19T05:30:00,1.670000,05:30:00
14508,MAC000003,Std,2012-12-19T06:00:00,1.659000,06:00:00
14509,MAC000003,Std,2012-12-19T06:30:00,2.229000,06:30:00
14510,MAC000003,Std,2012-12-19T07:00:00,0.093000,07:00:00
14511,MAC000003,Std,2012-12-19T07:30:00,0.134000,07:30:00
14512,MAC000003,Std,2012-12-19T08:00:00,0.198000,08:00:00
14513,MAC000003,Std,2012-12-19T08:30:00,0.242000,08:30:00
14514,MAC000003,Std,2012-12-19T09:00:00,0.206000,09:00:00
14515,MAC000003,Std,2012-12-19T09:30:00,0.192000,09:30:00
14516,MAC000003,Std,2012-12-19T10:00:00,0.258000,10:00:00
14517,MAC000003,Std,2012-12-19T10:30:00,0.241000,10:30:00
14518,MAC000003,Std,2012-12-19T11:00:00,0.132000,11:00:00
14519,MAC000003,Std,2012-12-19T11:30:00,0.054000,11:30:00
14520,MAC000003,Std,2012-12-19T12:00:00,0.094000,12:00:00
14521,MAC000003,Std,2012-12-19T12:30:00,0.087000,12:30:00
14522,MAC000003,Std,2012-12-19T13:00:00,0.161000,13:00:00
14523,MAC000003,Std,2012-12-19T13:30:00,0.358000,13:30:00
14524,MAC000003,Std,2012-12-19T14:00:00,0.185000,14:00:00
14525,MAC000003,Std,2012-12-19T14:30:00,0.142000,14:30:00
14526,MAC000003,Std,2012-12-19T15:00:00,0.121000,15:00:00
14527,MAC000003,Std,2012-12-19T15:30:00,0.158000,15:30:00
14528,MAC000003,Std,2012-12-19T16:00:00,0.131000,16:00:00
14529,MAC000003,Std,2012-12-19T16:30:00,0.192000,16:30:00
14530,MAC000003,Std,2012-12-19T17:00:00,0.313000,17:00:00
14531,MAC000003,Std,2012-12-19T17:30:00,0.276000,17:30:00
14532,MAC000003,Std,2012-12-19T18:00:00,0.307000,18:00:00
14533,MAC000003,Std,2012-12-19T18:30:00,0.271000,18:30:00
14534,MAC000003,Std,2012-12-19T19:00:00,0.247000,19:00:00
14535,MAC000003,Std,2012-12-19T19:30:00,0.184000,19:30:00
14536,MAC000003,Std,2012-12-19T20:00:00,0.141000,20:00:00
14537,MAC000003,Std,2012-12-19T20:30:00,0.107000,20:30:00
14538,MAC000003,Std,2012-12-19T21:00:00,0.169000,21:00:00
14539,MAC000003,Std,2012-12-19T21:30:00,0.117000,21:30:00
14540,MAC000003,Std,2012-12-19T22:00:00,0.115000,22:00:00
14541,MAC000003,Std,2012-12-19T22:30:00,0.097000,22:30:00
14542,MAC000003,Std,2012-12-19T23:00:00,0.114000,23:00:00
14543,MAC000003,Std,2012-12-19T23:30:00,0.151000,23:30:00
14544,MAC000003,Std,2012-12-20T00:00:00,3.223000,00:00:00
14545,MAC000003,Std,2012-12-20T00:30:00,3.138000,00:30:00
14546,MAC000003,Std,2012-12-20T01:00:00,2.850000,01:00:00
14547,MAC000003,Std,2012-12-20T01:30:00,2.164000,01:30:00
14548,MAC000003,Std,2012-12-20T02:00:00,2.630000,02:00:00
14549,MAC000003,Std,2012-12-20T02:30:00,2.388000,02:30:00
14550,MAC000003,Std,2012-12-20T03:00:00,2.722000,03:00:00
14551,MAC000003,Std,2012-12-20T03:30:00,2.409000,03:30:00
14552,MAC000003,Std,2012-12-20T04:00:00,2.345000,04:00:00
14553,MAC000003,Std,2012-12-20T04:30:00,2.703000,04:30:00
14554,MAC000003,Std,2012-12-20T05:00:00,1.804000,05:00:00
14555,MAC000003,Std,2012-12-20T05:30:00,1.878000,05:30:00
14556,MAC000003,Std,2012-12-20T06:00:00,1.893000,06:00:00
14557,MAC000003,Std,2012-12-20T06:30:00,1.779000,06:30:00
14558,MAC000003,Std,2012-12-20T07:00:00,0.115000,07:00:00
14559,MAC000003,Std,2012-12-20T07:30:00,0.120000,07:30:00
14560,MAC000003,Std,2012-12-20T08:00:00,0.151000,08:00:00
14561,MAC000003,Std,2012-12-20T08:30:00,0.097000,08:30:00
14562,MAC000003,Std,2012-12-20T09:00:00,0.098000,09:00:00
14563,MAC000003,Std,2012-12-20T09:30:00,0.289000,09:30:00
14564,MAC000003,Std,2012-12-20T10:00:00,0.290000,10:00:00
14565,MAC000003,Std,2012-12-20T10:30:00,0.289000,10:30:00
14566,MAC000003,Std,2012-12-20T11:00:00,0.260000,11:00:00
14567,MAC000003,Std,2012-12-20T11:30:00,0.284000,11:30:00
14568,MAC000003,Std,2012-12-20T12:00:00,0.220000,12:00:00
14569,MAC000003,Std,2012-12-20T12:30:00,0.353000,12:30:00
14570,MAC000003,Std,2012-12-20T13:00:00,0.777000,13:00:00
14571,MAC000003,Std,2012-12-20T13:30:00,0.412000,13:30:00
14572,MAC000003,Std,2012-12-20T14:00:00,0.201000,14:00:00
14573,MAC000003,Std,2012-12-20T14:30:00,0.157000,14:30:00
14574,MAC000003,Std,2012-12-20T15:00:00,0.160000,15:00:00
14575,MAC000003,Std,2012-12-20T15:30:00,0.116000,15:30:00
14576,MAC000003,Std,2012-12-20T16:00:00,0.141000,16:00:00
14577,MAC000003,Std,2012-12-20T16:30:00,0.117000,16:30:00
14578,MAC000003,Std,2012-12-20T17:00:00,0.235000,17:00:00
14579,MAC000003,Std,2012-12-20T17:30:00,0.302000,17:30:00
14580,MAC000003,Std,2012-12-20T18:00:00,0.255000,18:00:00
14581,MAC000003,Std,2012-12-20T18:30:00,0.284000,18:30:00
14582,MAC000003,Std,2012-12-20T19:00:00,0.351000,19:00:00
14583,MAC000003,Std,2012-12-20T19:30:00,0.471000,19:30:00
14584,MAC000003,Std,2012-12-20T20:00:00,0.890000,20:00:00
14585,MAC000003,Std,2012-12-20T20:30:00,0.145000,20:30:00
14586,MAC000003,Std,2012-12-20T21:00:00,0.201000,21:00:00
14587,MAC000003,Std,2012-12-20T21:30:00,0.197000,21:30:00
14588,MAC000003,Std,2012-12-20T22:00:00,0.183000,22:00:00
14589,MAC000003,Std,2012-12-20T22:30:00,0.172000,22:30:00
14590,MAC000003,Std,2012-12-20T23:00:00,0.119000,23:00:00
14591,MAC000003,Std,2012-12-20T23:30:00,0.165000,23:30:00
14592,MAC000003,Std,2012-12-21T00:00:00,3.314000,00:00:00
14593,MAC000003,Std,2012-12-21T00:30:00,3.118000,00:30:00
14594,MAC000003,Std,2012-12-21T01:00:00,2.658000,01:00:00
14595,MAC000003,Std,2012-12-21T01:30:00,2.382000,01:30:00
14596,MAC000003,Std,2012-12-21T02:00:00,2.618000,02:00:00
14597,MAC000003,Std,2012-12-21T02:30:00,2.456000,02:30:00
14598,MAC000003,Std,2012-12-21T03:00:00,2.666000,03:00:00
14599,MAC000003,Std,2012-12-21T03:30:00,2.411000,03:30:00
14600,MAC000003,Std,2012-12-21T04:00:00,2.448000,04:00:00
14601,MAC000003,Std,2012-12-21T04:30:00,1.963000,04:30:00
14602,MAC000003,Std,2012-12-21T05:00:00,1.753000,05:00:00
14603,MAC000003,Std,2012-12-21T05:30:00,1.839000,05:30:00
14604,MAC000003,Std,2012-12-21T06:00:00,2.459000,06:00:00
14605,MAC000003,Std,2012-12-21T06:30:00,1.768000,06:30:00
14606,MAC000003,Std,2012-12-21T07:00:00,0.282000,07:00:00
14607,MAC000003,Std,2012-12-21T07:30:00,0.317000,07:30:00
14608,MAC000003,Std,2012-12-21T08:00:00,0.256000,08:00:00
14609,MAC000003,Std,2012-12-21T08:30:00,0.257000,08:30:00
14610,MAC000003,Std,2012-12-21T09:00:00,0.219000,09:00:00
14611,MAC000003,Std,2012-12-21T09:30:00,0.254000,09:30:00
14612,MAC000003,Std,2012-12-21T10:00:00,0.203000,10:00:00
14613,MAC000003,Std,2012-12-21T10:30:00,0.308000,10:30:00
14614,MAC000003,Std,2012-12-21T11:00:00,0.348000,11:00:00
14615,MAC000003,Std,2012-12-21T11:30:00,0.395000,11:30:00
14616,MAC000003,Std,2012-12-21T12:00:00,0.413000,12:00:00
14617,MAC000003,Std,2012-12-21T12:30:00,0.269000,12:30:00
14618,MAC000003,Std,2012-12-21T13:00:00,0.253000,13:00:00
14619,MAC000003,Std,2012-12-21T13:30:00,0.194000,13:30:00
14620,MAC000003,Std,2012-12-21T14:00:00,0.199000,14:00:00
14621,MAC000003,Std,2012-12-21T14:30:00,0.113000,14:30:00
14622,MAC000003,Std,2012-12-21T15:00:00,0.196000,15:00:00
14623,MAC000003,Std,2012-12-21T15:30:00,0.145000,15:30:00
14624,MAC000003,Std,2012-12-21T16:00:00,0.130000,16:00:00
14625,MAC000003,Std,2012-12-21T16:30:00,0.114000,16:30:00
14626,MAC000003,Std,2012-12-21T17:00:00,0.072000,17:00:00
14627,MAC000003,Std,2012-12-21T17:30:00,0.144000,17:30:00
14628,MAC000003,Std,2012-12-21T18:00:00,0.365000,18:00:00
14629,MAC000003,Std,2012-12-21T18:30:00,0.500000,18:30:00
14630,MAC000003,Std,2012-12-21T19:00:00,0.572000,19:00:00
14631,MAC000003,Std,2012-12-21T19:30:00,0.237000,19:30:00
14632,MAC000003,Std,2012-12-21T20:00:00,0.270000,20:00:00
14633,MAC000003,Std,2012-12-21T20:30:00,0.198000,20:30:00
14634,MAC000003,Std,2012-12-21T21:00:00,0.155000,21:00:00
14635,MAC000003,Std,2012-12-21T21:30:00,0.166000,21:30:00
14636,MAC000003,Std,2012-12-21T22:00:00,0.131000,22:00:00
14637,MAC000003,Std,2012-12-21T22:30:00,0.126000,22:30:00
14638,MAC000003,Std,2012-12-21T23:00:00,0.144000,23:00:00
14639,MAC000003,Std,2012-12-21T23:30:00,0.069000,23:30:00
14640,MAC000003,Std,2012-12-22T00:00:00,3.180000,00:00:00
14641,MAC000003,Std,2012-12-22T00:30:00,3.072000,00:30:00
14642,MAC000003,Std,2012-12-22T01:00:00,3.148000,01:00:00
14643,MAC000003,Std,2012-12-22T01:30:00,2.131000,01:30:00
14644,MAC000003,Std,2012-12-22T02:00:00,2.491000,02:00:00
14645,MAC000003,Std,2012-12-22T02:30:00,2.355000,02:30:00
14646,MAC000003,Std,2012-12-22T03:00:00,2.418000,03:00:00
14647,MAC000003,Std,2012-12-22T03:30:00,2.627000,03:30:00
14648,MAC000003,Std,2012-12-22T04:00:00,2.422000,04:00:00
14649,MAC000003,Std,2012-12-22T04:30:00,2.374000,04:30:00
14650,MAC000003,Std,2012-12-22T05:00:00,1.654000,05:00:00
14651,MAC000003,Std,2012-12-22T05:30:00,1.620000,05:30:00
14652,MAC000003,Std,2012-12-22T06:00:00,2.362000,06:00:00
14653,MAC000003,Std,2012-12-22T06:30:00,1.608000,06:30:00
14654,MAC000003,Std,2012-12-22T07:00:00,0.086000,07:00:00
14655,MAC000003,Std,2012-12-22T07:30:00,0.194000,07:30:00
14656,MAC000003,Std,2012-12-22T08:00:00,0.363000,08:00:00
14657,MAC000003,Std,2012-12-22T08:30:00,0.246000,08:30:00
14658,MAC000003,Std,2012-12-22T09:00:00,0.227000,09:00:00
14659,MAC000003,Std,2012-12-22T09:30:00,0.236000,09:30:00
14660,MAC000003,Std,2012-12-22T10:00:00,0.217000,10:00:00
14661,MAC000003,Std,2012-12-22T10:30:00,0.080000,10:30:00
14662,MAC000003,Std,2012-12-22T11:00:00,0.138000,11:00:00
14663,MAC000003,Std,2012-12-22T11:30:00,0.254000,11:30:00
14664,MAC000003,Std,2012-12-22T12:00:00,0.589000,12:00:00
14665,MAC000003,Std,2012-12-22T12:30:00,0.373000,12:30:00
14666,MAC000003,Std,2012-12-22T13:00:00,0.261000,13:00:00
14667,MAC000003,Std,2012-12-22T13:30:00,0.129000,13:30:00
14668,MAC000003,Std,2012-12-22T14:00:00,0.092000,14:00:00
14669,MAC000003,Std,2012-12-22T14:30:00,0.136000,14:30:00
14670,MAC000003,Std,2012-12-22T15:00:00,0.094000,15:00:00
14671,MAC000003,Std,2012-12-22T15:30:00,0.146000,15:30:00
14672,MAC000003,Std,2012-12-22T16:00:00,0.145000,16:00:00
14673,MAC000003,Std,2012-12-22T16:30:00,0.115000,16:30:00
14674,MAC000003,Std,2012-12-22T17:00:00,0.114000,17:00:00
14675,MAC000003,Std,2012-12-22T17:30:00,0.077000,17:30:00
14676,MAC000003,Std,2012-12-22T18:00:00,0.125000,18:00:00
14677,MAC000003,Std,2012-12-22T18:30:00,0.122000,18:30:00
14678,MAC000003,Std,2012-12-22T19:00:00,0.068000,19:00:00
14679,MAC000003,Std,2012-12-22T19:30:00,0.122000,19:30:00
14680,MAC000003,Std,2012-12-22T20:00:00,0.132000,20:00:00
14681,MAC000003,Std,2012-12-22T20:30:00,0.106000,20:30:00
14682,MAC000003,Std,2012-12-22T21:00:00,0.624000,21:00:00
14683,MAC000003,Std,2012-12-22T21:30:00,0.306000,21:30:00
14684,MAC000003,Std,2012-12-22T22:00:00,0.133000,22:00:00
14685,MAC000003,Std,2012-12-22T22:30:00,0.149000,22:30:00
14686,MAC000003,Std,2012-12-22T23:00:00,0.144000,23:00:00
14687,MAC000003,Std,2012-12-22T23:30:00,0.115000,23:30:00
14688,MAC000003,Std,2012-12-23T00:00:00,3.207000,00:00:00
14689,MAC000003,Std,2012-12-23T00:30:00,3.171000,00:30:00
14690,MAC000003,Std,2012-12-23T01:00:00,2.559000,01:00:00
14691,MAC000003,Std,2012-12-23T01:30:00,2.170000,01:30:00
14692,MAC000003,Std,2012-12-23T02:00:00,2.683000,02:00:00
14693,MAC000003,Std,2012-12-23T02:30:00,2.367000,02:30:00
14694,MAC000003,Std,2012-12-23T03:00:00,2.374000,03:00:00
14695,MAC000003,Std,2012-12-23T03:30:00,2.662000,03:30:00
14696,MAC000003,Std,2012-12-23T04:00:00,1.621000,04:00:00
14697,MAC000003,Std,2012-12-23T04:30:00,1.620000,04:30:00
14698,MAC000003,Std,2012-12-23T05:00:00,2.030000,05:00:00
14699,MAC000003,Std,2012-12-23T05:30:00,1.764000,05:30:00
14700,MAC000003,Std,2012-12-23T06:00:00,2.014000,06:00:00
14701,MAC000003,Std,2012-12-23T06:30:00,2.074000,06:30:00
14702,MAC000003,Std,2012-12-23T07:00:00,0.120000,07:00:00
14703,MAC000003,Std,2012-12-23T07:30:00,0.108000,07:30:00
14704,MAC000003,Std,2012-12-23T08:00:00,0.102000,08:00:00
14705,MAC000003,Std,2012-12-23T08:30:00,0.101000,08:30:00
14706,MAC000003,Std,2012-12-23T09:00:00,0.141000,09:00:00
14707,MAC000003,Std,2012-12-23T09:30:00,0.077000,09:30:00
14708,MAC000003,Std,2012-12-23T10:00:00,0.116000,10:00:00
14709,MAC000003,Std,2012-12-23T10:30:00,0.171000,10:30:00
14710,MAC000003,Std,2012-12-23T11:00:00,0.189000,11:00:00
14711,MAC000003,Std,2012-12-23T11:30:00,0.270000,11:30:00
14712,MAC000003,Std,2012-12-23T12:00:00,0.274000,12:00:00
14713,MAC000003,Std,2012-12-23T12:30:00,0.208000,12:30:00
14714,MAC000003,Std,2012-12-23T13:00:00,0.450000,13:00:00
14715,MAC000003,Std,2012-12-23T13:30:00,0.225000,13:30:00
14716,MAC000003,Std,2012-12-23T14:00:00,0.190000,14:00:00
14717,MAC000003,Std,2012-12-23T14:30:00,0.154000,14:30:00
14718,MAC000003,Std,2012-12-23T15:00:00,0.188000,15:00:00
14719,MAC000003,Std,2012-12-23T15:30:00,0.106000,15:30:00
14720,MAC000003,Std,2012-12-23T16:00:00,0.090000,16:00:00
14721,MAC000003,Std,2012-12-23T16:30:00,0.147000,16:30:00
14722,MAC000003,Std,2012-12-23T17:00:00,0.067000,17:00:00
14723,MAC000003,Std,2012-12-23T17:30:00,0.114000,17:30:00
14724,MAC000003,Std,2012-12-23T18:00:00,0.127000,18:00:00
14725,MAC000003,Std,2012-12-23T18:30:00,0.091000,18:30:00
14726,MAC000003,Std,2012-12-23T19:00:00,0.251000,19:00:00
14727,MAC000003,Std,2012-12-23T19:30:00,0.198000,19:30:00
14728,MAC000003,Std,2012-12-23T20:00:00,0.286000,20:00:00
14729,MAC000003,Std,2012-12-23T20:30:00,0.679000,20:30:00
14730,MAC000003,Std,2012-12-23T21:00:00,0.178000,21:00:00
14731,MAC000003,Std,2012-12-23T21:30:00,0.209000,21:30:00
14732,MAC000003,Std,2012-12-23T22:00:00,0.182000,22:00:00
14733,MAC000003,Std,2012-12-23T22:30:00,0.183000,22:30:00
14734,MAC000003,Std,2012-12-23T23:00:00,0.145000,23:00:00
14735,MAC000003,Std,2012-12-23T23:30:00,0.140000,23:30:00
14736,MAC000003,Std,2012-12-24T00:00:00,3.318000,00:00:00
14737,MAC000003,Std,2012-12-24T00:30:00,3.201000,00:30:00
14738,MAC000003,Std,2012-12-24T01:00:00,2.531000,01:00:00
14739,MAC000003,Std,2012-12-24T01:30:00,2.191000,01:30:00
14740,MAC000003,Std,2012-12-24T02:00:00,2.596000,02:00:00
14741,MAC000003,Std,2012-12-24T02:30:00,2.328000,02:30:00
14742,MAC000003,Std,2012-12-24T03:00:00,2.587000,03:00:00
14743,MAC000003,Std,2012-12-24T03:30:00,2.466000,03:30:00
